GoogleMapsAddress,TimeCrawled,PostalCode,Latitude,Longitude,StreetNumber,StreetAddress,Neighborhood,Borough,County,State,PostalSuffix,CurrentOverallRanking,PlaceID,OutageCustomers,Problem,CrewStatus,Cause,UniqueID,DateCrawled,TimeStampCrawled,DateFixed
4736 BEACH 47TH ST,18:28:05,11224,40.577183900000000,-74.011030900000000,4736,Beach 47th Street,Seagate,Brooklyn,Kings County,New York,1006,2,ChIJM6Hq6utFwokRIhGFrO5DdCk,26,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Weather-Related,41D4A794-1ACE-11EB-A427-000D3A9ABAE4,2020-10-30 00:00:00.000,1604082561.000000000000000,2020-10-30 18:59:01.663
475 WOODS OF ARDEN RD,20:19:23,10312,40.530209100000000,-74.157656699999984,475,Woods of Arden Road,Annadale,Staten Island,Richmond County,New York,6433,127,ChIJF6xdGEVKwokRBOkIva_vg6A,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,94C9BBEA-1891-11EB-A427-000D3A9ABAE4,2020-10-27 00:00:00.000,1603829964.000000000000000,2020-10-29 04:13:33.853
4756 198 ST,20:58:43,11358,40.751432600000000,-73.781925600000000,47-56,198th Street,Flushing,Queens,Queens County,New York,3939,11,ChIJkYN-5sVhwokRoUJoYv8YJbo,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1598A25A-30F1-11EB-9EF0-000D3A9D4EC8,2020-11-27 00:00:00.000,1606511068.000000000000000,2020-11-29 01:11:47.653
476 CLINTON AV,18:38:36,11238,40.684050000000000,-73.967004400000000,476,Clinton Avenue,Clinton Hill,Brooklyn,Kings County,New York,NULL,9,ChIJ1Q5YNrtbwokRobg46r0ACwY,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,F06679EC-2A8F-11EB-9EF0-000D3A9D4EC8,2020-11-19 00:00:00.000,1605811195.000000000000000,2020-11-19 20:08:28.263
476 SCHROEDERS AV,19:35:45,11239,40.654055500000000,-73.874389500000000,476,Schroeders Avenue,Spring Creek,Brooklyn,Kings County,New York,2258,1,ChIJ9XbYHQ9dwokRTPTCoVDfhVA,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,05A8B046-2A9E-11EB-9EF0-000D3A9D4EC8,2020-11-19 00:00:00.000,1605815011.000000000000000,2020-11-19 20:29:04.217
478 10 AV,15:30:06,10018,40.756250700000000,-73.997692500000000,478,10th Avenue,NULL,Manhattan,New York County,New York,NULL,13,ChIJeWdV37JZwokRESBHcxs-kbk,1,Building Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,8BDB050A-2E69-11EB-9EF0-000D3A9D4EC8,2020-11-24 00:00:00.000,1606232636.000000000000000,2020-11-24 15:55:33.453
4782 BOSTON POST RD,07:22:57,10803,40.896511100000000,-73.803537300000000,4782,Boston Post Road,Pelham,NULL,Westchester County,New York,3047,NULL,ChIJPbbOnAWNwokRZ19QQX23HWg,1,Building Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1B787866-3601-11EB-B6A0-000D3A8A7223,2020-12-04 00:00:00.000,1607066578.000000000000000,2020-12-04 08:20:58.927
479 HENRY ST,03:37:11,11231,40.685285700000000,-73.998629999999984,479,Henry Street,Cobble Hill,Brooklyn,Kings County,New York,3074,12,ChIJ2-8zpFtawokRdOEhzxMRnEc,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,6A7D706E-2AE0-11EB-9EF0-000D3A9D4EC8,2020-11-20 00:00:00.000,1605843634.000000000000000,2020-11-20 04:50:07.210
479 MYRTLE AV,16:24:09,11205,40.693617900000000,-73.966162700000000,479,Myrtle Avenue,Clinton Hill,Brooklyn,Kings County,New York,2521,12,ChIJ_6XCWcdbwokRtitTSxZ8-eI,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,D7B3C44E-2CDE-11EB-9EF0-000D3A9D4EC8,2020-11-22 00:00:00.000,1606062899.000000000000000,2020-11-23 04:47:42.860
48 ELLSWORTH RD,00:55:01,10538,40.946516500000000,-73.754336100000016,48,Ellsworth Road,NULL,NULL,Westchester County,New York,1439,NULL,ChIJB_nlLSSSwokRYZc7Nxdk_Ho,7,Service Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,05FFF386-279E-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605488342.000000000000000,2020-11-16 01:18:49.100
48 EMILY LA,16:17:04,NULL,40.748453300000000,-73.915746599999984,NULL,48th Street,NULL,Queens,Queens County,New York,NULL,NULL,ChIJe_H47R5fwokR3mjKC6o1Qww,16,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,7F0D7628-275C-11EB-9EF0-000D3A9D4EC8,2020-11-15 00:00:00.000,1605457842.000000000000000,2020-11-15 16:50:33.893
48 FRANCESCA LA,22:50:26,NULL,40.761385600000000,-73.987835400000000,NULL,West 48th Street,NULL,Manhattan,New York County,New York,NULL,NULL,ChIJ44nCulZYwokRjFtpw2BvuYs,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,04CF8C36-2E9E-11EB-9EF0-000D3A9D4EC8,2020-11-24 00:00:00.000,1606258227.000000000000000,2020-11-24 23:20:42.287
48 HAMMOCK LA,01:42:38,NULL,40.712775300000000,-74.005972800000000,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,D9C3065E-1E3E-11EB-A427-000D3A9ABAE4,2020-11-04 00:00:00.000,1604454159.000000000000000,2020-11-04 01:58:02.773
4807 BEACH 48TH ST,17:52:32,11224,40.577327100000000,-74.012316300000000,4807,Beach 48th Street,Seagate,Brooklyn,Kings County,New York,1103,2,ChIJA1Jl9etFwokROd3Kb16MsuA,14,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Weather-Related,41D4A794-1ACE-11EB-A427-000D3A9ABAE4,2020-10-30 00:00:00.000,1604080689.000000000000000,2020-10-30 19:51:36.187
481 HUMBOLDT ST,18:31:23,11222,40.719083800000000,-73.943708700000016,481,Humboldt Street,Williamsburg,Brooklyn,Kings County,New York,5026,194,ChIJ-Q2Kw1FZwokR06SU6RM0VVg,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,CAE204B4-155B-11EB-A427-000D3A9ABAE4,2020-10-23 00:00:00.000,1603477954.000000000000000,2020-10-25 00:23:01.437
481 RUTLAND RD,01:34:33,11203,40.659939900000000,-73.944673100000000,481,Rutland Road,Little Caribbean,Brooklyn,Kings County,New York,1606,96,ChIJ4Z5I2GRbwokRkaxDEGaCwNQ,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,8D36A37E-05E1-11EB-9D9B-000D3A9ABAE4,2020-10-04 00:00:00.000,1601775664.000000000000000,2020-10-25 00:23:01.437
481 SHEFFIELD AV,15:06:15,11207,40.665116800000000,-73.894887000000000,481,Sheffield Avenue,East New York,Brooklyn,Kings County,New York,5348,1,ChIJ3QREdlZcwokRRbhA_0331d0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,7299B3E0-3966-11EB-B6A0-000D3A8A7223,2020-12-08 00:00:00.000,1607439976.000000000000000,2020-12-08 19:27:20.373
4817 BEACH 48TH ST,19:37:46,11224,40.577378300000000,-74.011857200000000,4817,Beach 48th Street,Seagate,Brooklyn,Kings County,New York,1103,2,ChIJs7Qt8-tFwokRYrap7k6n9RM,48,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,Weather-Related,41D4A794-1ACE-11EB-A427-000D3A9ABAE4,2020-10-30 00:00:00.000,1604086666.000000000000000,2020-10-30 19:51:36.193
482 CRESCENT ST,15:08:13,11208,40.676266299999984,-73.870425500000000,482,Crescent Street,East New York,Brooklyn,Kings County,New York,2802,33,ChIJkxVcxr5dwokR0JqMkIJrDbw,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,5659F1CA-1604-11EB-A427-000D3A9ABAE4,2020-10-24 00:00:00.000,1603552094.000000000000000,2020-10-25 00:23:01.437
483 DEKALB AV,23:27:29,11205,40.690739699999984,-73.957780900000000,483,Dekalb Avenue,Bedford-Stuyvesant,Brooklyn,Kings County,New York,4410,415,ChIJZ_O6FZVbwokRFAVy7lP-8r0,1,Wires Down,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,0D080818-1587-11EB-A427-000D3A9ABAE4,2020-10-23 00:00:00.000,1603496278.000000000000000,2020-10-25 00:23:01.437
4836 59 ST,17:28:28,11377,40.737654100000000,-73.906771000000000,4836,59th Street,Woodside,Queens,Queens County,New York,NULL,8,EiU0ODM2IDU5dGggU3QsIFdvb2RzaWRlLCBOWSAxMTM3NywgVVNBIhsSGQoUChIJteRmIORewokRAsBW-uu5aIcQ5CU,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,7810CAEC-2053-11EB-AADC-000D3A9ABAE4,2020-11-06 00:00:00.000,1604683894.000000000000000,2020-11-06 22:42:24.923
485 BAINBRIDGE ST,21:31:04,11233,40.682713799999984,-73.917607400000000,485,Bainbridge Street,Ocean Hill,Brooklyn,Kings County,New York,2010,4,ChIJQ6xd7WtcwokR-TbRcDTkUdg,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,10117CD8-2464-11EB-9EF0-000D3A9D4EC8,2020-11-11 00:00:00.000,1605130312.000000000000000,2020-11-12 00:45:03.513
488 LINDEN BLVD,21:44:39,11203,40.652992400000000,-73.940873000000000,488,Linden Boulevard,Little Caribbean,Brooklyn,Kings County,New York,2919,46,ChIJV3CVJmFbwokR1v9ROBiwzAk,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,75945452-189A-11EB-A427-000D3A9ABAE4,2020-10-27 00:00:00.000,1603835711.000000000000000,2020-10-29 04:40:17.200
49 ASHLAND AV,03:33:29,10312,40.532127400000000,-74.196631300000000,49,Ashland Avenue East,Prince's Bay,Staten Island,Richmond County,New York,3903,9,ChIJj9L5j8FKwokRBOds303t3a4,6,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,494B7D38-2882-11EB-9EF0-000D3A9D4EC8,2020-11-17 00:00:00.000,1605584194.000000000000000,2020-11-17 04:27:02.123
49 FRANCESCA LA,19:52:38,10303,40.624002000000000,-74.160991000000000,49,Francesca Lane,Mid Island,Staten Island,Richmond County,New York,2109,2,ChIJ59EVDK1NwokRQdnVfGCCxME,1,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,E26440EE-2E87-11EB-9EF0-000D3A9D4EC8,2020-11-24 00:00:00.000,1606247559.000000000000000,2020-11-24 21:17:06.780
49 HILL ST,00:39:44,11208,40.678987700000000,-73.871424699999984,49,Hill Street,Cypress Hills,Brooklyn,Kings County,New York,2868,1,ChIJnXKntLhdwokRSetdeWZqRmo,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,FBD9304A-3691-11EB-B6A0-000D3A8A7223,2020-12-05 00:00:00.000,1607128785.000000000000000,2020-12-05 01:35:46.553
49 ILYSSA WAY,16:15:34,10312,40.560752800000000,-74.181494899999984,49,Ilyssa Way,Arden Heights,Staten Island,Richmond County,New York,1358,14,ChIJwZn65g1LwokRa3rHHks4b_I,13,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,7F0D7628-275C-11EB-9EF0-000D3A9D4EC8,2020-11-15 00:00:00.000,1605456982.000000000000000,2020-11-15 16:39:48.957
49 INDIAN HILL RD,09:55:23,10576,41.212926499999984,-73.563898400000000,49,Indian Hill Road,NULL,NULL,Westchester County,New York,1731,NULL,ChIJ0coQyFOvwokRsq7ka3sc8TQ,1,Service Wires Down,Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605520806.000000000000000,2020-11-16 10:40:07.537
49 LIVINGSTON AV,02:07:45,10314,40.604577400000000,-74.128755900000000,49,Livingston Avenue,Manor Heights,Staten Island,Richmond County,New York,5126,12,ChIJw3cmjCZMwokRt3fHvqPgQ70,32,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605492466.000000000000000,2020-11-16 02:52:34.913
49 W 55 ST,00:14:18,10019,40.762668300000008,-73.976845400000000,49,West 55th Street,NULL,Manhattan,New York County,New York,NULL,445,ChIJrxBtIfpYwokRUGTw9TnL9ZI,43,Manhole Problem,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,EA14F74E-14C3-11EB-A427-000D3A9ABAE4,2020-10-23 00:00:00.000,1603412090.000000000000000,2020-10-25 00:23:01.437
490 HUMBOLDT ST,00:52:34,11222,40.719094000000000,-73.943323000000000,490,Humboldt Street,Williamsburg,Brooklyn,Kings County,New York,5053,194,ChIJi7SdwlFZwokRjVf3RArTkPk,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,51FE13B2-1592-11EB-A427-000D3A9ABAE4,2020-10-24 00:00:00.000,1603501113.000000000000000,2020-10-25 00:23:01.437
4900 ARLINGTON AV,01:16:24,10471,40.896861800000000,-73.909550799999984,4900,Arlington Avenue,Hudson Hill,The Bronx,Bronx County,New York,2820,7,ChIJi1OcYrbzwokRfayzAeWwR4g,18,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605489458.000000000000000,2020-11-16 01:39:26.307
4901 ARLINGTON AV,01:16:24,10471,40.896804800000000,-73.909951400000000,4901,Arlington Avenue,Hudson Hill,The Bronx,Bronx County,New York,2819,7,ChIJOZFQZLbzwokRZ8apd0LH1NY,18,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605489457.000000000000000,2020-11-16 01:39:26.313
4901 KINGS HWAY,17:04:58,11234,40.634375299999984,-73.928909600000000,4901,Kings Highway,East Flatbush,Brooklyn,Kings County,New York,NULL,9,ChIJmbO1vK5cwokRuXx8mI5qbLw,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,EAD78B10-3264-11EB-9EF0-000D3A9D4EC8,2020-11-29 00:00:00.000,1606669500.000000000000000,2020-11-29 22:08:25.430
4902 LAUREL HILL BLVD,21:36:22,11377,40.735163500000000,-73.917305200000000,49-02,Laurel Hill Boulevard,Woodside,Queens,Queens County,New York,NULL,20,ChIJY7HnRcNewokR8AUhMbAF2BI,1,No Lights,Crews have arrived and are making repairs. Power will be restored as soon as possible.,Weather-Related,D28E214C-3334-11EB-9EF0-000D3A9D4EC8,2020-11-30 00:00:00.000,1606772268.000000000000000,2020-11-30 21:51:36.213
4908 28 AV,04:20:52,11377,40.761727600000000,-73.906317600000000,49-08,28th Avenue,Flushing,Queens,Queens County,New York,7805,11,ChIJhSGWfhNfwokRPcoS3SJqx_w,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,9241A2C0-2BB0-11EB-9EF0-000D3A9D4EC8,2020-11-21 00:00:00.000,1605932654.000000000000000,2020-11-21 23:29:23.947
495 GRAND ST,16:49:32,10002,40.714672300000000,-73.983571599999984,495,Grand Street,NULL,Manhattan,New York County,New York,NULL,1,EiU0OTUgR3JhbmQgU3QsIE5ldyBZb3JrLCBOWSAxMDAwMiwgVVNBIhsSGQoUChIJayNLpSpawokRLS-6kuzmkZ0Q7wM,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1B25FD86-2F3D-11EB-9EF0-000D3A9D4EC8,2020-11-25 00:00:00.000,1606322973.000000000000000,2020-11-25 22:24:46.900
495 LINWOOD ST,16:23:08,11208,40.673273900000000,-73.882266200000000,495,Linwood Street,East New York,Brooklyn,Kings County,New York,2133,7,ChIJxdpIkLFdwokRCc_pXWJV3Vw,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,D7B3C44E-2CDE-11EB-9EF0-000D3A9D4EC8,2020-11-22 00:00:00.000,1606062191.000000000000000,2020-11-22 20:35:02.070
497 CITY ISLAND AV,02:23:27,10464,40.851542200000000,-73.789652600000000,497,City Island Avenue,City Island,The Bronx,Bronx County,New York,1217,15,Ei00OTcgQ2l0eSBJc2xhbmQgQXZlLCBUaGUgQnJvbngsIE5ZIDEwNDY0LCBVU0EiGxIZChQKEgnP48_1e4zCiRFoJTD2up-AzRDxAw,1,Service Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,9DE7784C-2DFA-11EB-9EF0-000D3A9D4EC8,2020-11-24 00:00:00.000,1606184608.000000000000000,2020-11-24 03:02:37.097
498 E 94 ST,20:57:09,11212,40.655016100000000,-73.917753800000000,498,East 94th Street,East Flatbush,Brooklyn,Kings County,New York,1644,2,ChIJj8dgJZJcwokRVuutV-ujz78,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,639F07BE-3A60-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607547430.000000000000000,2020-12-09 22:16:11.523
5 BRASSIE RD,01:52:27,10709,40.965716600000000,-73.814819000000000,5,Brassie Road,NULL,NULL,Westchester County,New York,5407,NULL,ChIJzcanr-GSwokRs1Zq3N66-Ik,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,01E06782-083F-11EB-9D9B-000D3A9ABAE4,2020-10-07 00:00:00.000,1602035548.000000000000000,2020-10-25 00:23:01.437
5 BROOKDALE LA,19:07:50,10282,40.717566400000000,-74.014463400000000,455,North End Avenue,NULL,Manhattan,New York County,New York,NULL,7,ChIJ5XRITRxawokR1ckWWv4b2Sw,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,D28E214C-3334-11EB-9EF0-000D3A9D4EC8,2020-11-30 00:00:00.000,1606763271.000000000000000,2020-11-30 19:37:30.027
5 BURGESS RD,20:17:12,10583,40.994727000000000,-73.790213000000000,5,Burgess Road,NULL,NULL,Westchester County,New York,4409,NULL,ChIJIzsGQYOTwokRbCuJPLU274o,1,Burning Wires,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,475C14AE-188A-11EB-A427-000D3A9ABAE4,2020-10-27 00:00:00.000,1603829841.000000000000000,2020-10-29 04:13:33.920
5 CENTURY TRAIL,04:09:41,10528,40.979515400000000,-73.728064400000000,5,Century Trail,NULL,NULL,Westchester County,New York,1701,NULL,ChIJuzQhMkGRwokRh_1R0IZbbfI,23,Wires Down,Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605499782.000000000000000,2020-11-16 04:36:26.417
5 CLARA CT,17:07:00,10567,41.310486100000000,-73.906803100000000,NULL,Clara Court,NULL,NULL,Westchester County,New York,NULL,NULL,ChIJkVznCxTJwokR-86Rd7BPoyk,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A00E2C0E-1A06-11EB-A427-000D3A9ABAE4,2020-10-29 00:00:00.000,1603991222.000000000000000,2020-10-29 17:19:12.933
5 CREST CT,12:40:15,10504,41.167191400000000,-73.665114199999984,NULL,Crest Court,NULL,NULL,Westchester County,New York,NULL,NULL,ChIJkaeUqzC7wokRUChltCLs46o,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1BFE1074-2D88-11EB-9EF0-000D3A9D4EC8,2020-11-23 00:00:00.000,1606135242.000000000000000,2020-11-23 13:01:07.363
5 HIDDEN GREEN LA,18:51:33,NULL,34.052234200000000,-118.243684900000000,NULL,NULL,NULL,NULL,Los Angeles County,California,NULL,NULL,ChIJE9on3F3HwoAR9AhGJW_fL-I,8,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,D28E214C-3334-11EB-9EF0-000D3A9D4EC8,2020-11-30 00:00:00.000,1606762583.000000000000000,2020-11-30 21:41:05.483
5 PHEASANT DR,09:43:27,10309,40.532081700000000,-74.221985800000000,5,Pheasant Lane,Charleston,Staten Island,Richmond County,New York,1969,17,Eis1IFBoZWFzYW50IExuLCBTdGF0ZW4gSXNsYW5kLCBOWSAxMDMwOSwgVVNBIhoSGAoUChIJE9iHlDW1w4kRrQhSx2ko_v0QBQ,24,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,86DD62A6-2FCB-11EB-9EF0-000D3A9D4EC8,2020-11-26 00:00:00.000,1606383808.000000000000000,2020-11-26 11:04:39.967
5 RIVERPOINTE RD,00:22:40,10706,40.978024000000000,-73.885672000000000,5,Riverpointe Road,NULL,NULL,Westchester County,New York,3812,NULL,ChIJ2dzTK_7swokR6BBuJ3LeVxI,16,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Equipment Problem,C85E8242-23B3-11EB-9EF0-000D3A9D4EC8,2020-11-11 00:00:00.000,1605054437.000000000000000,2020-11-11 22:22:05.567
5 RIVERVIEW PL,05:23:01,10022,40.758029200000000,-73.959466499999984,5,Riverview Terrace,NULL,Manhattan,New York County,New York,2405,14,ChIJg5SXit1YwokRWtriDf4XNr0,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,F2AC5A42-295D-11EB-9EF0-000D3A9D4EC8,2020-11-18 00:00:00.000,1605677418.000000000000000,2020-11-18 15:27:24.587
5 WINDSOR PL,15:24:20,11215,40.662006200000008,-73.984982600000000,5,Windsor Place,Park Slope,Brooklyn,Kings County,New York,5610,11,ChIJy6TpJOJawokRczBL9EpiigA,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,229F1C90-2A7A-11EB-9EF0-000D3A9D4EC8,2020-11-19 00:00:00.000,1605799828.000000000000000,2020-11-19 16:51:18.350
50 EMILY LA,16:17:04,NULL,40.712775300000000,-74.005972800000000,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,ChIJOwg_06VPwokRYv534QaPC8g,16,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,7F0D7628-275C-11EB-9EF0-000D3A9D4EC8,2020-11-15 00:00:00.000,1605457842.000000000000000,2020-11-15 16:50:33.933
50 FRANCESCA LA,22:50:26,NULL,40.712775300000000,-74.005972800000000,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,04CF8C36-2E9E-11EB-9EF0-000D3A9D4EC8,2020-11-24 00:00:00.000,1606258227.000000000000000,2020-11-24 23:20:42.290
50 INDIAN HILL RD,09:55:23,10549,41.209427300000008,-73.759024600000000,50,Indian Hill Road,NULL,NULL,Westchester County,New York,3827,NULL,ChIJqXHZBI65wokRwSIcQcd9GMU,1,Service Wires Down,Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605520805.000000000000000,2020-11-16 10:40:07.550
50 PUTNAM DR,14:38:35,10541,41.371770100000000,-73.725558800000000,50,Putnam Drive,NULL,NULL,Putnam County,New York,2148,NULL,ChIJnUmXSUezwokRfBtBEk0z1fQ,21,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,CCBE663C-2A74-11EB-9EF0-000D3A9D4EC8,2020-11-19 00:00:00.000,1605796716.000000000000000,2020-11-19 17:01:49.060
50 W 16 RD,14:52:29,11693,40.601702600000000,-73.822707200000000,50,West 16th Road,Far Rockaway,Queens,Queens County,New York,1206,13,ChIJg1c0SBJowokRWFC6J3HgE2g,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,366017BE-1DE3-11EB-A427-000D3A9ABAE4,2020-11-03 00:00:00.000,1604415229.000000000000000,2020-11-03 18:22:43.373
500 ABBOT ST,15:26:27,10470,40.906992600000000,-73.853893300000000,500,Abbot Street,East Bronx,The Bronx,Bronx County,New York,NULL,19,ChIJ31u5X8_ywokRDhLUSj9T9-A,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,29AFFC24-2E63-11EB-9EF0-000D3A9D4EC8,2020-11-24 00:00:00.000,1606231595.000000000000000,2020-11-24 15:45:02.713
5014 101 ST,20:16:15,11368,40.742441900000000,-73.861944000000000,50-14,101st Street,Flushing,Queens,Queens County,New York,3117,7,ChIJk0Ao0ctfwokRUNaGicgf978,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,C04C63E0-290C-11EB-9EF0-000D3A9D4EC8,2020-11-17 00:00:00.000,1605644224.000000000000000,2020-11-17 20:37:59.697
5017 AVENUE D,02:01:10,11203,40.642362200000000,-73.928657000000000,5017,Avenue D,East Flatbush,Brooklyn,Kings County,New York,5905,96,ChIJI7tOFaRcwokRqZeL5s9DQLk,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,01E06782-083F-11EB-9D9B-000D3A9ABAE4,2020-10-07 00:00:00.000,1602036179.000000000000000,2020-10-25 00:23:01.437
5022 WALDO AV,17:14:13,10471,40.896815600000000,-73.900543300000000,5022,Waldo Avenue,Fieldston,The Bronx,Bronx County,New York,3019,10,ChIJ12e0-a3zwokRwV-QROsuMq8,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,41D4A794-1ACE-11EB-A427-000D3A9ABAE4,2020-10-30 00:00:00.000,1604078136.000000000000000,2020-10-30 17:56:23.137
